id;nazov;kategoria;verdikt;dovod;navrh_nahrady
jablkove-kolieska-s-arasidovym-maslom;Jablkové kolieska s arašidovým maslom a hrozienkami;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 454 znakov, 11 % ingrediencií bez množstva);
jablkovo-skoricove-palacinky;Jablkovo-škoricové palacinky;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Jablkovo-škoricové palacinky""";Pancakes (BBC Good Food)
jablkovo-skoricovy-crumble;Jablkovo-škoricový crumble;Dezert;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Jablkovo-škoricový crumble""";Apple Crumble (BBC Good Food)
jablkovo-zelerovy-salat;Jablkovo-zelerový šalát;Šalát;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Sterilizovaný ananás', 'Strúhaný sterilizovaný zeler';
jablkovy-kolac;Jablkový koláč;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 680 znakov, 12 % ingrediencií bez množstva);
jablkovy-strudla;Jablkový štrúdľa;Dezert;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Jablková štrúdľa (závin)"" (id=jablkova-strudla), ktorý zostáva (dlhší postup / úplnejšie dáta)";
jablkovy-zakusok-s-cokopudingovym-kremom;Jablkový zákusok s čokopudingovým krémom;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 997 znakov, 26 % ingrediencií bez množstva);
jahnacie-kare-s-baklazanovym-kaviarom-a-raviolou;Jahňacie karé s baklažánovým kaviárom a raviolou;Cestoviny;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Karé jahňacie', 'Múka semola';
jahodove-hrebienky;Jahodové hrebienky;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Kysnuté cesto', 'Kyslá lahôdková smotana';
jahodovo-bananove-smoothie;Jahodovo-banánové smoothie;Nápoj;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Jahodovo-banánové smoothie"" + slabý postup (2 krokov, 275 znakov; medián DB je 689)";Fruit Smoothie (BBC Good Food)
jahodovo-hruskove-smoothie-s-bazalkou;Jahodovo-hruškové smoothie s bazalkou;Snack;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Jahodovo-hruškové smoothie s bazalkou""";Fruit Smoothie (BBC Good Food)
jahodovy-cheesecake-bez-pecenia;Jahodový cheesecake bez pečenia;Dezert;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Jahodový cheesecake bez pečenia""";Baked Cheesecake (BBC Good Food)
jahodovy-dzem-s-celymi-plodmi;Jahodový džem s celými plodmi;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (10 krokov / 780 znakov, 0 % ingrediencií bez množstva);
jahodovy-dzem-s-lesnym-ovocim;Jahodový džem s lesným ovocím;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 664 znakov, 25 % ingrediencií bez množstva);
jahodovy-puding;Jahodový puding;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 554 znakov, 25 % ingrediencií bez množstva);
jahodovy-sirup-s-malinami;Jahodový sirup s malinami;Nápoj;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 826 znakov, 0 % ingrediencií bez množstva);
jarna-plnena-tortilla;Jarná plnená tortilla;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Jarná plnená tortilla"" + 3 surovín s výskytom najviac 2× v celej DB: 'Zeleninová mexická zmes', 'Tortilly', 'Sójová sladká omáčka'";Spanish Tortilla (BBC Good Food)
jarne-rizoto-s-hraskom-a-bylinkovym-olejom;Jarné rizoto s hráškom a bylinkovým olejom;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Jarné rizoto s hráškom a bylinkovým olejom"" + 4 surovín s výskytom najviac 2× v celej DB: 'Kyslá tučná smotana', 'Biele rizoto', 'Trebuľka'";Risotto alla Milanese (BBC Good Food)
jazminova-ryza-s-kokosom;Jazmínová ryža s kokosom;Príloha;VYHODIT;"Slabý postup (3 krokov, 201 znakov; medián DB je 689)";
jednoducha-pohanka-s-bryndzou;Jednoduchá pohánka s bryndzou;Hlavné jedlo;VYHODIT;"Slabý postup (5 krokov, 272 znakov; medián DB je 689); 40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup";
jednoduche-croissanty;Jednoduché croissanty;Pečivo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Jednoduché croissanty""";Croissants (BBC Good Food)
jednoduchy-srvatkovy-chlieb;Jednoduchý srvátkový chlieb;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Múka pšeničná hladká T650', 'Srvátka';
jeleni-saslik-s-bryndzou-so-zeleninou-a-slivkovym-dipom;Jelení šašlík s bryndzou, so zeleninou a slivkovým dipom;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Sviečkovica jelenia', 'Korenie na šašlík';
jelenie-kare-s-visnovo-cokoladovou-omackou;Jelenie karé s višňovo-čokoládovou omáčkou;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Karé jelenie', 'Zavárané višne';
jelenie-stehno-pod-prikryvkou;Jelenie stehno pod prikrývkou;Hlavné jedlo;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Stehno jelenie', 'Väčší cesnak', 'Paprika zelená väčšia';
jelenie-v-pikantnej-marinade;Jelenie v pikantnej marináde;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 834 znakov, 0 % ingrediencií bez množstva);
jemna-kuracia-pasteta;Jemná kuracia paštéta;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 582 znakov, 0 % ingrediencií bez množstva);
jemna-lahodna-natierka-z-trescej-pecene;Jemná lahodná nátierka z tresčej pečene;Nátierka;VYHODIT;"40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Pečeň tresčia v konzerve', 'Majonéza hustá základná domáca'";
jemne-jablkove-kosicky;Jemné jablkové košíčky;Snack;VYHODIT;"40 % ingrediencií (6/15) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Žĺtkok', 'Prášok krémový Zlatý klas'";
jemne-pikantne-hovadzie-kusky;Jemne pikantné hovädzie kúsky;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 654 znakov, 0 % ingrediencií bez množstva);
jemne-turecke-rozky;Jemné turecké rožky;Raňajky;VYHODIT;38 % ingrediencií (6/16) bez množstva – plánovač neurčí výživu ani nákup;
jesenny-teply-salat-s-pecenou-cervenou-repou;Jesenný teplý šalát s pečenou červenou repou;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 715 znakov, 18 % ingrediencií bez množstva);
jogurtova-bublanina-s-makom-a-jahodami;Jogurtová bublanina s makom a jahodami;Dezert;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 312 znakov";
jogurtovy-salat;Jogurtový šalát;Šalát;VYHODIT;"Slabý postup (3 krokov, 299 znakov; medián DB je 689); 36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup; 3 surovín s výskytom najviac 2× v celej DB: 'Reďkovka biela', 'Jogurt biely light', 'Polievkové korenie'";
kacacie-stehna-s-bielou-hlavkovou-kapustou-a-knedlou;Kačacie stehná s bielou hlávkovou kapustou a knedľou;Príloha;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 880 znakov";
kacka-pecena-na-zemiakoch-a-batatoch;Kačka pečená na zemiakoch a batatoch;Hlavné jedlo;VYHODIT;38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup;
kaiserky;Kaiserky s makom;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (17 krokov / 2991 znakov, 20 % ingrediencií bez množstva);
kakaove-slimaky-bleskovky;Kakaové slimáky bleskovky;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 463 znakov, 10 % ingrediencií bez množstva);
kakaovy-kolac-s-bielkovou-plnkou;Kakaový koláč s bielkovou plnkou;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 1402 znakov, 6 % ingrediencií bez množstva);
kapustnica-dedka-cyra;Kapustnica dedka Cyra;Polievka;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Krúpy jačmenné č.8', 'Hubový bujón';
kapustnica-na-rozlucku-s-des-moines-iowa;Kapustnica na rozlúčku s Des Moines Iowa;Polievka;VYHODIT;8 surovín s výskytom najviac 2× v celej DB: 'Huby sušené zmes', 'Zmes klobásovo-gulášová „Urblík-KN“', 'Štipľavá paprička';
kapustnica;Kapustnica s klobásou;Polievka;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Údené kosti', 'Stredné krúpy';
kapustnik;Kapustník;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 959 znakov, 23 % ingrediencií bez množstva);
kapustove-gulky-v-sampinonovej-omacke;Kapustové guľky v šampiňónovej omáčke;Príloha;VYHODIT;36 % ingrediencií (8/22) bez množstva – plánovač neurčí výživu ani nákup;
kapustovo-mrkvovy-salat-s-jablkom;Kapustovo-mrkvový šalát s jablkom;Šalát;VYHODIT;"Slabý postup (3 krokov, 199 znakov; medián DB je 689)";
kapustovy-privarok;Kapustový prívarok;Hlavné jedlo;VYHODIT;"Slabý postup (3 krokov, 291 znakov; medián DB je 689); 38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup";
kapustovy-salat-5138;Kapustový šalát;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 522 znakov, 0 % ingrediencií bez množstva);
kapustovy-salat-ku-chrumkavemu-kuratu;Kapustový šalát ku chrumkavému kuraťu;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 601 znakov, 12 % ingrediencií bez množstva);
kapustovy-salat;Šalát z kyslej kapusty;Šalát;VYHODIT;"Slabý postup (3 krokov, 273 znakov; medián DB je 689); 2 surovín s výskytom najviac 2× v celej DB: 'Oravská slaninka', 'Vňaťka'";
karamelovy-puding;Karamelový puding (crème caramel);Dezert;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Karamelový puding', 'Karamelové sušienky';
karfiolova-kremova-polievka;Karfiolová krémová polievka;Polievka;VYHODIT;"Slabý postup (3 krokov, 186 znakov; medián DB je 689); 43 % ingrediencií (3/7) bez množstva – plánovač neurčí výživu ani nákup";
karfiolova-natierka-pecena;Pečená karfiolová nátierka;Nátierka;VYHODIT;"Slabý postup (3 krokov, 209 znakov; medián DB je 689); 38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup";
karfiolova-ryza;Karfiolová ryža;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 477 znakov, 18 % ingrediencií bez množstva);
karfiolove-pyre;Karfiolové pyré;Príloha;VYHODIT;43 % ingrediencií (3/7) bez množstva – plánovač neurčí výživu ani nákup;
karfiolovo-zelerova-polievka-s-doplnkami;Karfiolovo-zelerová polievka s doplnkami;Polievka;VYHODIT;6 surovín s výskytom najviac 2× v celej DB: 'Avokádový olej', 'Masť kuracia', 'Korenie na kuracie mäso';
karfiolovy-salat-peceny-s-tahini;Pečený karfiolový šalát s tahini dresingom;Šalát;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cícerový šalát s pečenou paprikou"" (id=cicerovy-salat-s-pecenou-paprikou), ktorý zostáva (dlhší postup / úplnejšie dáta)";
karfiolovy-salat-s-mramorovanym-vajickom;Karfiolový šalát s mramorovaným vajíčkom;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 647 znakov, 18 % ingrediencií bez množstva);
kari-kokosova-polievka-so-zeleninou;Karí kokosová polievka so zeleninou;Polievka;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Karí kokosová polievka so zeleninou"" + 4 surovín s výskytom najviac 2× v celej DB: 'Huby čerstvé alebo mrazené', 'Omáčka čili', 'Sweet & Sour Sauce'";Chicken Curry (BBC Good Food)
kari-kuraci-salat;Karí kurací šalát;Šalát;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Karí kurací šalát"" + 44 % ingrediencií (4/9) bez množstva – plánovač neurčí výživu ani nákup";Chicken Curry (BBC Good Food)
kavove-smoothie-s-bananom;Kávové smoothie s banánom;Nápoj;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Kávové smoothie s banánom""";Fruit Smoothie (BBC Good Food)
kefirovy-napoj-s-ovocim;Kefírový nápoj s ovocím;Nápoj;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Čerstvé kravské mlieko', 'Jogurt biely so živou kultúrou', 'Smotana kyslá 16%';
kelovo-masove-fasirky;Kelovo-mäsové fašírky;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 1055 znakov, 0 % ingrediencií bez množstva);
kelovy-privarok;Kelový prívarok;Hlavné jedlo;VYHODIT;"42 % ingrediencií (5/12) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Menší kel', 'Maizena/ kukuričný škrob'";
kivi-dzem-s-pomarancmi-a-bielou-cokoladou;Kivi džem s pomarančmi a bielou čokoládou;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 689 znakov, 14 % ingrediencií bez množstva);
kivi-limonada;Kivi limonáda;Nápoj;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Bazalková limonáda"" (id=bazalkova-limonada), ktorý zostáva (dlhší postup / úplnejšie dáta)";
klasicke-palacinky;Klasické palacinky;Raňajky;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Bielkovinové palacinky"" (id=bielkovinove-palacinky), ktorý zostáva (dlhší postup / úplnejšie dáta)";
klasicke-zemlicky-z-chlebovej-muky;Klasické žemličky z chlebovej múky;Príloha;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Pšeničná chlebová múka', 'Ražná chlebová tmavá múka', 'Jačmenný slad';
kokosove-gulky;Kokosové guľky;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Puding bez varenia vanilkový', 'Šľahačka v prášku';
kokosove-makronky;Kokosové makrónky;Dezert;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Kvalitné kakao', 'Šľahačka parížska v prášku', 'Syr ricotta';
kokosove-muffiny-hrncekove;Kokosové muffiny hrnčekové;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Kokosové muffiny hrnčekové""";Muffins (BBC Good Food)
kokosove-tycinky-s-cokoladou;Kokosové tyčinky s čokoládou;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 957 znakov, 33 % ingrediencií bez množstva);
kokosovo-cokoladove-gulky;Kokosovo-čokoládové guľky;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 658 znakov, 20 % ingrediencií bez množstva);
kokosovo-datlove-tycinky;Kokosovo-datľové tyčinky;Snack;VYHODIT;7 surovín s výskytom najviac 2× v celej DB: 'Kešu', 'Čerstvé vykôstkované datle', 'Čerstvé vykôstkované datle';
kokosovo-limetkovy-napoj;Kokosovo-limetkový nápoj;Nápoj;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Kokosové nesladené mlieko', 'Ovocný džús';
kokosovy-kolac;Kokosový koláč;Dezert;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Kokosová múčka', 'Dolcela puding bourbon vanilka prémium', 'Kokosová múčka';
kolac-kulebjak-rusky-slany;Koláč Kulebjak - ruský, slaný;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 1265 znakov, 14 % ingrediencií bez množstva);
kolac-s-lieskovoorieskovou-natierkou-a-pistaciami;Koláč s lieskovoorieškovou nátierkou a pistáciami;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Lieskovooriešková nátierka', 'Na posypanie';
kopcek-zdravia;Kopček zdravia;Šalát;VYHODIT;40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup;
koprova-omacka-2;Kôprová omáčka;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 646 znakov, 9 % ingrediencií bez množstva);
koprova-omacka;Kôprová omáčka s vajcom;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 515 znakov, 0 % ingrediencií bez množstva);
korejska-pikantna-polievka-s-tofu;Kórejská pikantná polievka s tofu;Polievka;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Pasta kimchi', 'Nakladaný topinambur', 'Kapusta čínska pak choi';
korejske-kuracie-so-sezamom;Kórejské kuracie so sezamom;Hlavné jedlo;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Ocot ryžový biely', 'Omáčka teriyaki', 'Vňať z cibuľky';
korejsky-uhorkovy-salat;Kórejský pikantný uhorkový šalát;Šalát;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Mungo výhonky biele', 'Zelené výhonky';
korenena-kakaova-zmes-na-horuci-napoj;Korenená kakaová zmes na horúci nápoj;Nápoj;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 550 znakov, 0 % ingrediencií bez množstva);
kosicky-s-brokolicovym-tajomstvom;Košíčky s brokolicovým tajomstvom;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Cmar', 'Syr Lučina';
kotlikovy-gulas-stop;Kotlíkový guláš STOP;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Hovädzie mäso predné', 'Fazuľa biela veľká suchá', 'Gulášové korenie';
kotlikovy-gulas;Kotlíkový hovädzí guláš;Hlavné jedlo;VYHODIT;42 % ingrediencií (5/12) bez množstva – plánovač neurčí výživu ani nákup;
kralicia-sunka;Králičia šunka;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Králičie mäso', 'Prášková cukor';
krehky-cuketovy-chlebicek;Krehký cuketový chlebíček;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 1438 znakov, 8 % ingrediencií bez množstva);
krehky-obrateny-salotkovy-kolac;Krehký obrátený šalotkový koláč;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 1124 znakov, 9 % ingrediencií bez množstva);
kremova-avokadova-natierka-s-koriandrom;Krémová avokádová nátierka s limetkou a koriandrom;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Avokádová nátierka s limetkou"" (id=avokadova-natierka-s-limetkou), ktorý zostáva (dlhší postup / úplnejšie dáta)";
kremova-polievka-z-bielej-spargle-s-parmezanom;Krémová polievka z bielej špargle s parmezánom;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 581 znakov, 21 % ingrediencií bez množstva);
kremova-polievka-zo-zeleniny;Krémová polievka zo zeleniny;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 379 znakov, 17 % ingrediencií bez množstva);
kremova-quinoa-so-syrom-halloumi-a-s-avokadom;Krémová quinoa so syrom halloumi a s avokádom;Šalát;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Syr halloumi', 'Pasta tahini';
kremove-cestoviny-so-spenatom-a-fetou;Krémové cestoviny so špenátom a fetou;Cestoviny;VYHODIT;38 % ingrediencií (5/13) bez množstva – plánovač neurčí výživu ani nákup;
krkovicka-pecena-na-cibuli-a-na-cesnaku-fotorecept;Krkovička pečená na cibuli a na cesnaku /fotorecept/;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Krkovička bez kosti', 'Olej slnečnicový/bravčová masť';
krupica-s-karamelom-a-struhanym-jablkom;Krupica s karamelom a strúhaným jablkom;Snack;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Vanilka extrakt', 'Sladké jablko', 'Cukor práškový preosiaty';
